Usuario,Caso,Marcador,Tarjeta,Fecha y hora de transacci—n,Monto,Comercio,Modo de Entrada,Ind Com Elec
999rdca,162374737,NF,1234567890112139,02/11/21 09:54 AM,25,APPLE.COM/BILL,E,7
999rdca,162374737,NF,1234567890112140,02/11/21 05:14 PM,20,ST*CORNERSHOP,K,0
999rdca,162374737,NF,1234567890112141,02/11/21 08:08 PM,1544.29,UBER CORNERSHOP,E,7
999rdca,162374737,NF,1234567890112142,03/11/21 05:15 PM,20,ST*CORNERSHOP,K,0
999rdca,162374737,NF,1234567890112155,03/11/21 05:34 PM,571.74,UBER CORNERSHOP,E,7
999rdca,162374737,NF,1234567890112158,04/11/21 05:16 PM,20,ST*CORNERSHOP,K,0
999rdca,162374737,NF,1234567890112134,04/11/21 07:52 PM,12,PAYPAL1,K,1
999rdca,162374755,NF,1234567890112130,04/11/21 07:48 PM,2005.49,FACEBK *QX74S7FV32,E,7
999rdca,162374755,NF,1234567890112135,04/11/21 07:53 PM,7214.06,FACEBK *3JNNV8XDL2,E,7
999rdca,162374897,NF,1234567890112136,04/11/21 07:56 PM,10911.54,Alibaba.com,E,7
999rdca,162374941,NF,1234567890112137,04/11/21 07:58 PM,518,PAYPAL3,K,
999rdca,162374999,NF,1234567890112138,04/11/21 07:59 PM,350,PAGO MI TELMEX,E,6
999rdca,162375647,NF,1234567890112139,04/11/21 08:17 PM,9640,VOLARIS WEB MXN,E,7
999rdca,162376195,NF,1234567890112140,04/11/21 08:33 PM,9640.01,PAYPAL *PCEL,E,7
999rdca,162376385,CNF,1234567890112141,04/11/21 08:39 PM,179,APPLE.COM/BILL,,2
999rdca,162376387,NF,1234567890112142,04/11/21 08:39 PM,42.1,ST*UBER,K,0
999rdca,162367289,NF,1234567890112155,04/11/21 04:26 PM,20,GOOGLE *TEMPORARY HOLD,E,7
999rdca,162367289,NF,1234567890112158,04/11/21 04:27 PM,249,GOOGLE *WW Google Play,E,7
999rdca,162367289,NF,1234567890112134,04/11/21 09:06 PM,249,GOOGLE *WW Google Play,E,7
999rdca,162377377,NF,1234567890112130,02/11/21 07:56 PM,1017,PAGO MI TELMEX,E,6
999rdca,162377377,NF,1234567890112135,04/11/21 09:12 PM,12,PAYPAL1,K,1
999rdca,162377377,NF,1234567890112136,04/11/21 09:12 PM,16216,AEROMEXICO,E,7
999rdca,162377289,NF,1234567890112137,04/11/21 09:09 PM,477.06,D LOCAL*GO DADDY,E,7
999rdca,162377299,NF,1234567890112138,04/11/21 09:09 PM,1357,KIIN THAI VIET EATERY,V,0
999rdca,162377347,NF,1234567890112139,02/11/21 03:22 PM,1083.22,GASOL LA LONJA,V,0
999rdca,162377347,NF,1234567890112140,04/11/21 09:11 PM,0,AIRBNB INC,E,7
999rdca,162377419,NF,1234567890112141,04/11/21 09:13 PM,5345.91,AMAZON CO JP,E,7
999rdca,162377419,NF,1234567890112142,04/11/21 09:17 PM,2103.78,AMAZON CO JP,E,7
999rdca,162377707,NF,1234567890112155,04/11/21 03:19 PM,138.12,COSTCO CD JUAREZ,V,
999rdca,162377707,NF,1234567890112158,04/11/21 09:24 PM,20,AME*UBER I,E,7
999rdca,162377701,NF,1234567890112134,04/11/21 09:23 PM,3726.5,AMAZON CO JP,E,7
999rdca,162377925,NF,1234567890112130,04/11/21 09:31 PM,1929.87,D LOCAL *GODADDY,K,
999rdca,162377937,NF,1234567890112135,01/11/21 01:59 AM,540,MOTEL LA SUITE,V,0
999rdca,162377937,NF,1234567890112136,01/11/21 01:46 PM,274,COCINA 315,V,0
999rdca,162377937,NF,1234567890112137,01/11/21 06:28 PM,374,CINEPOLIS WEB,E,7
999rdca,162377937,NF,1234567890112138,02/11/21 08:44 PM,149.9,ST*UBER,K,0
999rdca,162377937,NF,1234567890112139,04/11/21 12:16 AM,3100,REST PANIC BOTANIC 1,V,0
999rdca,162377937,NF,1234567890112140,04/11/21 09:31 PM,262,D LOCAL*DIDI MOBILITY,E,7
999rdca,162377975,NF,1234567890112141,04/11/21 09:32 PM,20,AMAZON MX,E,7
999rdca,162378109,NF,1234567890112142,04/11/21 09:37 PM,518,AMAZON MX MARKETPLACE,E,7
999rdca,162378149,NF,1234567890112155,04/11/21 09:38 PM,5499,WALMART VENTA EN LIN3,E,7
999rdca,162378447,NF,1234567890112158,04/11/21 09:49 PM,7528.09,BLACK BEAR RESTAURANT,V,
999rdca,162378501,NF,1234567890112134,04/11/21 09:51 PM,2000,SC*1PLUS500 SEY,E,7
999rdca,162378571,UNF,1234567890112130,04/11/21 11:58 AM,12010.94,SAMS PZA ORIENTE,V,
999rdca,162378571,UNF,1234567890112135,04/11/21 12:36 PM,1661.87,WAL MART PLAZA ORIENTE,V,
999rdca,162378571,UNF,1234567890112136,04/11/21 07:04 PM,30132.94,SAMS PZA ORIENTE,V,
999rdca,162378571,UNF,1234567890112137,04/11/21 09:48 PM,1005.5,WAL MART MIRAMONTES,V,
999rdca,162378571,UNF,1234567890112138,04/11/21 09:52 PM,8221.1,WAL MART MIRAMONTES,V,
999rdca,162378571,UNF,1234567890112139,04/11/21 09:54 PM,576,WAL MART MIRAMONTES,V,
999rdca,162378571,UNF,1234567890112140,04/11/21 09:54 PM,99,WAL MART MIRAMONTES,V,
999rpga,162366125,NF,1234567890112141,04/11/21 03:53 PM,16030.59,SYSCOM,K,1
999rpga,162366365,NF,1234567890112142,04/11/21 03:50 PM,11310,PAGOCON*CERAMICAS Y MA,E,7
999rpga,162366485,NF,1234567890112155,04/11/21 04:06 PM,899,PAGO MI TELMEX,E,6
999rpga,162366571,NF,1234567890112158,04/11/21 04:04 PM,1200,SIST AGUA POT ALCAN MU,E,6
999rpga,162366619,NF,1234567890112134,04/11/21 03:51 PM,445,AMAZON MX MARKETPLACE,E,7
999rpga,162366661,NF,1234567890112130,04/11/21 03:56 PM,1573.19,AL CASTELLO ANTICA OST,V,
999rpga,162366687,NF,1234567890112135,04/11/21 03:59 PM,9.16,ST*UBER EATS,E,7
999rpga,162366877,NF,1234567890112136,04/11/21 04:14 PM,1300,PASE MULTIPAGOS CR,E,6
999rpga,162366889,NF,1234567890112137,04/11/21 04:14 PM,2729,AMAZON MX MARKETPLACE,E,7
999rpga,162366991,NF,1234567890112138,04/11/21 04:18 PM,20,AME*UBER I,E,7
999rpga,162367013,NF,1234567890112134,04/11/21 04:19 PM,5141.16,WALMART.COM 8009666546,E,7
999rpga,162367013,NF,1234567890112130,04/11/21 04:19 PM,5141.16,WALMART.COM 8009666546,E,7
999rpga,162367013,NF,1234567890112135,04/11/21 04:20 PM,5141.16,WALMART.COM 8009666546,E,7
999rpga,162367013,NF,1234567890112136,04/11/21 04:20 PM,5141.16,WALMART.COM 8009666546,E,7
999rpga,162367191,NF,1234567890112137,04/11/21 04:05 PM,8992.54,SYSCOM,K,1
999rpga,162367359,NF,1234567890112138,04/11/21 04:28 PM,0.99,TOTALPLAY CAT,K,1
999rpga,162367519,NF,1234567890112134,04/11/21 04:33 PM,6348.16,QUALITAS WEB,K,0
999rpga,162367529,NF,1234567890112130,04/11/21 04:33 PM,3078,MERCADO PAGO 4,E,7
999rpga,162367623,NF,1234567890112135,04/11/21 04:35 PM,15,ST*UBER EATS,E,7
999rpga,162367945,NF,1234567890112136,04/11/21 04:43 PM,680,ST*STRIPE 2,K,0
999rpga,162367967,NF,1234567890112137,04/11/21 04:44 PM,0.18,AMAZON CO JP,E,7
999rpga,162367995,NF,1234567890112138,04/11/21 04:44 PM,18.4,PAYPAL3,K,
999rpga,162368019,NF,1234567890112139,04/11/21 04:45 PM,529.83,MERCADO PAGO 1,E,7
999rpga,162368127,NF,1234567890112140,04/11/21 04:48 PM,682,LAS ESCOLLERAS,V,0
999rpga,162368133,NF,1234567890112141,04/11/21 04:48 PM,4166.09,ASTROS - RETAIL,V,
999rpga,162368147,NF,1234567890112142,04/11/21 04:48 PM,20,AME*UBER I,E,7
999rpga,162368147,NF,1234567890112155,04/11/21 04:49 PM,79.96,ST*UBER,K,0
999rpga,162368223,NF,1234567890112158,04/11/21 04:51 PM,0,H S B C,V,
999rpga,162368223,NF,1234567890112134,04/11/21 04:51 PM,0,H S B C,V,
999rpga,162367947,NF,1234567890112130,04/11/21 04:43 PM,2633.88,MERCADO PAGO 1,E,7
999rpga,162367699,NF,1234567890112135,04/11/21 04:37 PM,9826.48,VIVA AEROBUS CIB,E,7
999rpga,162367699,NF,1234567890112136,04/11/21 04:54 PM,10200.68,HOTELES COM,E,7
999rpga,162360375,NF,1234567890112137,04/11/21 01:12 PM,10995,COPPEL COM,E,7
999rpga,162360375,NF,1234567890112138,04/11/21 04:57 PM,21990,COPPEL COM,E,7
999rpga,162368447,NF,1234567890112137,04/11/21 04:57 PM,6536.12,ANA CIA DE SEG,K,0
999rpga,162368477,NF,1234567890112138,04/11/21 04:58 PM,10200.68,HOTELES COM,E,7
999rpga,162368491,NF,1234567890112139,04/11/21 04:58 PM,4985,CFE CONTIGO MU,K,0
999rpga,162368569,NF,1234567890112140,04/11/21 04:59 PM,10995,COPPEL COM,E,7
999rpga,162368691,CNF,1234567890112141,04/11/21 05:03 PM,2083.04,STITCHDATA.COM,E,7
999rpga,162368691,CNF,1234567890112142,04/11/21 05:03 PM,2083.04,STITCHDATA.COM,E,7
999rpga,162368691,CNF,1234567890112155,04/11/21 05:03 PM,2083.04,STITCHDATA.COM,E,7
999rpga,162368867,NF,1234567890112137,04/11/21 05:06 PM,6.7,PAYPAL *UBERBV EATS,E,7
999rpga,162369135,NF,1234567890112138,04/11/21 05:14 PM,0,H S B C,V,
999rpga,162369233,NF,1234567890112139,04/11/21 05:17 PM,1985.5,BARILOCHE TOLUCA,D,
999rpga,162369251,NF,1234567890112140,04/11/21 05:17 PM,9886.45,DIFAMER MU,E,6
999rpga,162369281,NF,1234567890112141,04/11/21 05:18 PM,1358.5,RESTAURANTE ROCASAL,V,
999rpga,162369281,NF,1234567890112142,04/11/21 05:21 PM,20,AME*UBER I,E,7
999rpga,162369281,NF,1234567890112155,04/11/21 05:22 PM,79.91,ST*UBER,K,0
999rpga,162369269,NF,1234567890112158,04/11/21 05:17 PM,0,H S B C,V,
999rpga,162369269,NF,1234567890112137,04/11/21 05:22 PM,0,H S B C,V,
999rpga,162369269,NF,1234567890112138,04/11/21 05:23 PM,2035.84,H S B C,V,
999rpga,162369375,NF,1234567890112139,04/11/21 05:21 PM,1308,AME*WIX,E,7
999rpga,162369457,NF,1234567890112140,04/11/21 05:24 PM,8899,WALMART VENTA EN LIN3,E,7
999rpga,162369605,NF,1234567890112141,04/11/21 05:28 PM,11253,CFE SUM SERV BAS MU,E,6
999rpga,162369697,NF,1234567890112142,04/11/21 05:31 PM,779,NAZAN COMERCIALIZADORA,E,6
999rpga,162369639,NF,1234567890112155,04/11/21 05:29 PM,746.97,MERCADO PAGO 1,E,7
999rpga,162369711,NF,1234567890112158,04/11/21 05:31 PM,0,CLOUDFLARE,E,7
999rpga,162369711,NF,1234567890112137,04/11/21 05:31 PM,416.6,CLOUDFLARE,E,7
999rpga,162369777,NF,1234567890112138,04/11/21 05:33 PM,389,APP TELMEX 2,E,6
999rpga,162369783,NF,1234567890112139,04/11/21 05:33 PM,24046.03,ST*STRIPE 2,K,0
999rpga,162369783,NF,1234567890112140,04/11/21 05:33 PM,24046.03,ST*STRIPE 2,K,0
999rpga,162369783,NF,1234567890112141,04/11/21 05:34 PM,1,ST*STRIPE 2,E,7
999rpga,162369783,NF,1234567890112142,04/11/21 05:34 PM,1,ST*STRIPE 2,E,7
999rpga,162370175,NF,1234567890112155,04/11/21 05:45 PM,5,DIDI MX,E,7
999rpga,162370197,NF,1234567890112158,04/11/21 05:44 PM,470,MERCADO PAGO 4,E,7
999rpga,162370219,NF,1234567890112137,04/11/21 05:46 PM,20.83,Amazon web services,E,7
999rpga,162370227,NF,1234567890112138,04/11/21 05:46 PM,6922.17,BESTBUY.COM,E,6
999rpga,162370227,NF,1234567890112139,04/11/21 05:52 PM,7057.35,BESTBUY.COM,E,6
999rpga,162370261,NF,1234567890112140,04/11/21 05:47 PM,1100.14,SUPER SERV CARRETERA,V,
999rpga,162370295,NF,1234567890112141,04/11/21 05:49 PM,99,AMAZON MX,E,7
999rpga,162370347,NF,1234567890112142,04/11/21 05:50 PM,4,7 ELEVEN T2480,V,
999rpga,162370369,NF,1234567890112155,04/11/21 05:51 PM,290,JAPAC MU,E,6
999rpga,162370385,NF,1234567890112158,04/11/21 05:51 PM,236.84,D LOCAL*DIDI MOBILITY,E,7
999rpga,162370435,NF,1234567890112134,04/11/21 05:53 PM,1441.67,TRAVELPERK/ID 2834409,,2
999rpga,162370633,NF,1234567890112130,04/11/21 05:57 PM,800,PAYPAL3,K,
999rpga,162370665,NF,1234567890112135,04/11/21 05:58 PM,7057.35,BESTBUY.COM,E,6
999rpga,162370719,NF,1234567890112136,04/11/21 06:00 PM,910,PAYPAL3,K,
999rpga,162370771,NF,1234567890112137,04/11/21 06:01 PM,10000,ROJO GOMEZ,V,
999rpga,162370803,NF,1234567890112138,04/11/21 06:02 PM,3000,ENERCARD MU,E,6
999rpga,162370825,NF,1234567890112139,04/11/21 06:03 PM,15477.5,Riu Hotels and Resorts,E,7
999rpga,162370825,NF,1234567890112140,04/11/21 06:06 PM,76410.67,Riu Hotels and Resorts,E,7
999rpga,162370999,NF,1234567890112141,04/11/21 06:03 PM,445.77,HURLEYSAWGRASSXXX095,V,
999rpga,162371201,CNF,1234567890112142,04/11/21 06:13 PM,415.56,TWILIO SENDGRID,,2
999rpga,162371013,NF,1234567890112155,04/11/21 06:08 PM,2512.4,MERCADO PAGO 1,E,7
999rpga,162371013,NF,1234567890112158,04/11/21 06:17 PM,1729.05,PAYPAL3,K,
999rpga,162371339,NF,1234567890112134,04/11/21 06:13 PM,0,FACEBK *ADS,E,7
999rpga,162371535,NF,1234567890112130,04/11/21 06:20 PM,10349.68,AMAZON MX MARKETPLACE,E,7
999rpga,162371671,NF,1234567890112135,04/11/21 06:16 PM,20.36,ST*UBER EATS,E,7
999rpga,162371687,CNF,1234567890112136,04/11/21 06:26 PM,415.56,TWILIO SENDGRID,,2
999rpga,162371771,NF,1234567890112137,04/11/21 06:28 PM,812.38,Hotjar,E,7
999rpga,162371861,NF,1234567890112138,04/11/21 06:30 PM,812.38,Hotjar,E,7
999rpga,162371861,NF,1234567890112139,04/11/21 06:31 PM,812.38,Hotjar,E,7
999rpga,162371963,NF,1234567890112140,04/11/21 06:32 PM,1480.05,AUTOZONE 7047,V,
999rpga,162372245,NF,1234567890112141,04/11/21 06:33 PM,200,MULTIPAGO TALENTO NET,E,6
999rpga,162372287,NF,1234567890112142,04/11/21 06:43 PM,200,SC*CALIENTEMX1,E,7
999rpga,162372335,NF,1234567890112155,04/11/21 06:45 PM,259.69,PAYPAL3,K,
999rpga,162372373,NF,1234567890112158,04/11/21 06:46 PM,20,GOOGLE *TEMPORARY HOLD,E,7
999rpga,162372373,NF,1234567890112134,04/11/21 06:49 PM,20,GOOGLE *TEMPORARY HOLD,E,7
999rpga,162372411,NF,1234567890112130,04/11/21 06:47 PM,1011.18,MART PLUS LOJA 14,V,
999rpga,162372505,NF,1234567890112135,04/11/21 06:49 PM,1264.8,SUPER EN TU CASA CYBER,E,7
999rpga,162372667,NF,1234567890112136,04/11/21 06:55 PM,715.22,AMAZON MX,E,7
999rpga,162372705,NF,1234567890112137,04/11/21 06:56 PM,0,APPLE.COM/BILL,E,7
999rpga,162372705,NF,1234567890112138,04/11/21 06:57 PM,49,APPLE.COM/BILL,E,7
999rpga,162372823,NF,1234567890112139,04/11/21 06:59 PM,5.6,PAYPAL3,K,
999rpga,162372829,NF,1234567890112140,04/11/21 06:59 PM,20,AME*UBER I,E,7
999rpga,162372829,NF,1234567890112141,04/11/21 06:59 PM,0,UBER TECHNOLOGIES INC,E,7
999rpga,162372875,NF,1234567890112142,04/11/21 07:01 PM,20768.79,AMAZON MX MKTPLACE MSI,E,7
999rpga,162372589,NF,1234567890112155,04/11/21 06:52 PM,20000,MERCADO PAGO 5,E,7
999rpga,162373753,NF,1234567890112158,04/11/21 07:24 PM,3230.6,TRAVELPERK/ID 2834286,,2
999rpga,162373829,NF,1234567890112134,04/11/21 07:26 PM,20,GOOGLE *TEMPORARY HOLD,E,7
999rpga,162373829,NF,1234567890112130,04/11/21 07:27 PM,240,DOMINO S OLO E C,E,7
999rpga,162374023,NF,1234567890112135,04/11/21 07:32 PM,18715.33,eBay O*08-07824-25716,E,7
999rpga,162374041,NF,1234567890112136,04/11/21 07:32 PM,20,GOOGLE *TEMPORARY HOLD,E,7
999rpga,162374041,NF,1234567890112137,04/11/21 07:33 PM,288,GOOGLE *GARENA,E,7
999rpga,162374177,NF,1234567890112138,04/11/21 07:36 PM,198,GOOGLE *GARENA,E,7
999rpga,162374199,NF,1234567890112139,04/11/21 07:36 PM,899,AMAZON MX,E,7
999rpga,162374359,NF,1234567890112140,04/11/21 07:41 PM,1915.6,MERCADO PAGO 4,E,7
999rpga,162374437,NF,1234567890112141,04/11/21 07:43 PM,10000,BOUT GLAMOUR,V,0
999rpga,162374675,NF,1234567890112142,04/11/21 07:50 PM,7175,Neteller1009,E,6
999rpga,162374789,NF,1234567890112155,04/11/21 07:54 PM,5000,MERCADO PAGO 5,E,7
999rpga,162361517,NF,1234567890112158,04/11/21 01:45 PM,56091,THE AMERICAN SCHOOL,E,7
999rpga,162361517,NF,1234567890112134,04/11/21 07:56 PM,39.5,BANWIRE*PARCOAPP,K,0
999rpga,162374839,NF,1234567890112130,04/11/21 07:51 PM,314.1,MERCADO PAGO 4,E,7
999rpga,162374991,NF,1234567890112135,04/11/21 07:59 PM,20,AME*UBER I,E,7
999rpga,162375009,NF,1234567890112136,04/11/21 08:00 PM,642.56,D LOCAL*FIVERR,K,
999rpga,162375085,NF,1234567890112137,04/11/21 08:02 PM,672.8,ST*STRIPE 2,K,0
999rpga,162375303,NF,1234567890112138,04/11/21 08:07 PM,15,ST*UBER EATS,E,7
999rpga,162375395,NF,1234567890112139,04/11/21 08:08 PM,99,AMAZON MX,E,7
999rpga,162375531,NF,1234567890112140,04/11/21 08:13 PM,3247.79,PAYPAL3,K,
999rpga,162375535,NF,1234567890112141,04/11/21 08:13 PM,7948,AEROMEXICO,E,7
999rpga,162375747,NF,1234567890112142,04/11/21 08:20 PM,1499,TTO PAY*CNCI,E,6
999rpga,162375677,NF,1234567890112155,04/11/21 08:18 PM,0,BANAMEX,V,
999rpga,162375677,NF,1234567890112158,04/11/21 08:18 PM,0,BANAMEX,V,
999rpga,162375679,NF,1234567890112134,04/11/21 08:18 PM,731,MERCADO PAGO 4,E,7
999rpga,162375679,NF,1234567890112130,04/11/21 08:23 PM,1054.3,VS TELCEL 018001200006,E,7
999rpga,162321729,NF,1234567890112135,03/11/21 10:23 AM,9220,TICKETMASTER MEXICO,E,7
999rpga,162321729,NF,1234567890112136,04/11/21 08:18 PM,266,NETFLIX,E,7
999rpga,162376029,NF,1234567890112137,04/11/21 08:29 PM,4207.5,PAYPAL *TIENDASCHED,E,7
999rpga,162376719,NF,1234567890112138,04/11/21 08:50 PM,313.57,ST*III,K,0
999rpga,162377021,NF,1234567890112139,04/11/21 09:00 PM,4263.6,MERCADO PAGO 5,E,7
999rpga,162377027,NF,1234567890112140,04/11/21 09:00 PM,499,PAGO MI TELMEX,E,6
999rpga,162377059,NF,1234567890112141,04/11/21 09:01 PM,5800,CONEKTA*FAR SYSTEMS,E,7
999rpga,162377129,NF,1234567890112142,04/11/21 09:03 PM,10988.43,AMAZON CO JP,E,7
999rpga,162377569,NF,1234567890112155,04/11/21 09:19 PM,10,PAYPAL *MICROSOFT XBOX,E,7
999rpga,162377575,NF,1234567890112158,04/11/21 09:19 PM,99,AMAZON MX,E,7
999rpga,162377697,NF,1234567890112134,04/11/21 09:23 PM,100,MULTIPAGO TALENTO NET,E,6
999rpga,162378289,NF,1234567890112130,04/11/21 09:43 PM,13.26,ST*UBER EATS,E,7
999rpga,162378461,NF,1234567890112135,04/11/21 09:50 PM,20,OP*PKMOVIL,K,
999rpga,162378593,NF,1234567890112136,04/11/21 09:55 PM,479.99,AMAZON MX MARKETPLACE,E,7
999rpga,162378691,NF,1234567890112137,04/11/21 10:00 PM,8663.67,PAYPAL3,K,
999rpga,162378673,NF,1234567890112138,04/11/21 09:59 PM,41999,AMAZON MX MSI,E,7
999rpga,162378737,NF,1234567890112139,04/11/21 10:02 PM,20,GOOGLE *TEMPORARY HOLD,E,7
999rpga,162378737,NF,1234567890112140,04/11/21 10:02 PM,936,GOOGLE *GSUITE_tenet.c,E,7
999rpga,162378811,NF,1234567890112141,04/11/21 10:05 PM,314.1,MERCADO PAGO 4,E,7
999rpga,162378815,NF,1234567890112142,04/11/21 10:05 PM,11225,PAYPAL *TEAMVIEWER,E,7
999rpga,162378881,NF,1234567890112155,04/11/21 10:06 PM,89,AMAZON MX,E,7
999rpga,162379083,NF,1234567890112158,04/11/21 10:17 PM,281,eBay O*27-07821-06310,E,7
999rpga,162379139,NF,1234567890112134,04/11/21 10:20 PM,1,"Prezi, Inc.",E,7
999rpga,162379203,NF,1234567890112130,04/11/21 10:23 PM,285.17,eBay O*02-07826-25716,E,7
999rpga,162379367,NF,1234567890112135,04/11/21 10:31 PM,20,AMAZON MX,E,7
999rpga,162379409,NF,1234567890112136,04/11/21 10:33 PM,1134,AME*RESRBUS S,E,6
999rpga,162379401,NF,1234567890112137,04/11/21 10:33 PM,12,PAYPAL3,K,
999rpga,162379401,NF,1234567890112138,04/11/21 10:33 PM,99,PAYPAL3,K,
999rpga,162379403,NF,1234567890112134,04/11/21 10:33 PM,510,OP*OPENPAY PAGOSEGURO,E,6
999rpga,162379601,NF,1234567890112130,04/11/21 10:42 PM,2999,MERCADO PAGO 4,E,7
999rpga,162379621,NF,1234567890112135,04/11/21 10:43 PM,1458.13,LOOM SUBSCRIPTION,,2
999rpga,162379625,NF,1234567890112136,04/11/21 10:44 PM,1158.18,TRAVELPERK/ID 2834225,,2
999rpga,162379469,NF,1234567890112137,04/11/21 10:36 PM,1134,AME*RESRBUS S,E,6
999rpga,162379469,NF,1234567890112138,04/11/21 10:51 PM,987,OPEN*PRIMERA PLUS,E,7
999rpga,162379771,NF,1234567890112134,04/11/21 10:49 PM,5000,PAYU LA*GOOGLE MX CR,K,
999rpga,162379843,NF,1234567890112130,04/11/21 10:54 PM,2665,CFE SUM SERV BAS MU,E,6
999rpga,162379929,NF,1234567890112135,04/11/21 10:59 PM,2928,REST EL CARNES,V,0
999rpga,162379953,NF,1234567890112136,04/11/21 11:00 PM,1600,OP*OPENPAY PAGOSEGURO,E,6
999rpga,162379957,NF,1234567890112137,04/11/21 11:00 PM,0,Visa,K,
999rpga,162380003,CNF,1234567890112138,04/11/21 11:02 PM,3635,TICKETMASTER MEXICO,E,7
999rpga,162380069,NF,1234567890112139,04/11/21 11:05 PM,233.4,DLOCAL*DIDI RIDES,K,
999rpga,162380115,NF,1234567890112140,04/11/21 11:08 PM,71.47,ST*UBER,K,0
999rpga,162380163,NF,1234567890112141,04/11/21 11:10 PM,4034.22,BBVA NO/INFORMADO,V,
999rpga,162380217,NF,1234567890112142,04/11/21 11:12 PM,928.8,MERCADO PAGO 4,E,7
999rpga,162380235,NF,1234567890112155,04/11/21 11:13 PM,0,FACEBK *ADS,E,7
999rpga,162380239,NF,1234567890112158,04/11/21 11:13 PM,909,CLIP MX*DELIVERANCE,V,
999rpga,162380329,NF,1234567890112134,04/11/21 11:18 PM,20.83,PLAYSTATION NETWORK,E,7
999rpga,162380329,NF,1234567890112130,04/11/21 11:19 PM,856.75,PLAYSTATION NETWORK,E,7
999rpga,162380333,NF,1234567890112135,04/11/21 09:34 AM,172.5,ST*UBER,K,0
999rpga,162380333,NF,1234567890112136,04/11/21 11:18 PM,149,D LOCAL*CANVA,K,
999rpga,162380333,NF,1234567890112137,04/11/21 11:18 PM,149,OP*OPENPAY,K,
999rpga,162380389,NF,1234567890112138,04/11/21 10:51 AM,4594.18,KIWIBOP*GM MORELIA UNO,V,
999rpga,162380389,NF,1234567890112137,04/11/21 11:21 PM,12935.14,SR PAGO*BARROTES MARIP,V,
999rpga,162380423,NF,1234567890112138,04/11/21 11:22 PM,20,AMAZON MX,E,7
999rpga,162380451,NF,1234567890112139,04/11/21 11:25 PM,89,AMAZON MX,E,7
999rpga,162380463,NF,1234567890112140,04/11/21 11:25 PM,0,FACEBK *ADS,E,7
999rpga,162380499,NF,1234567890112141,04/11/21 11:27 PM,11811.65,L ARROSSERIA,V,0
999rpga,162380657,NF,1234567890112142,04/11/21 11:37 PM,721,AME*RAPPI V,K,
999rpga,162380665,NF,1234567890112155,04/11/21 11:38 PM,13098.5,MORTONS THE STEAKHOUSE,V,0
999rpga,162380689,NF,1234567890112137,04/11/21 06:16 PM,1650,ATL COUNT CLUB CASETA,V,0
999rpga,162380689,NF,1234567890112138,04/11/21 10:37 PM,1609.8,FARM GUADALAJARA 359,V,
999rpga,162380689,NF,1234567890112139,04/11/21 10:42 PM,810,FARM GUADALAJARA 359,V,
999rpga,162380689,NF,1234567890112140,04/11/21 11:39 PM,690,MERCADO PAGO 5,E,7
999rpga,162380797,NF,1234567890112141,04/11/21 11:45 PM,12366,DESPEGAR,E,7
999rpga,162380915,NF,1234567890112142,04/11/21 11:52 PM,163.9,OP*OPENPAY,K,
999rpga,162380999,NF,1234567890112155,04/11/21 11:59 PM,0,"ACTIVECAMPAIGN, INC.",E,7
999rpga,162380999,NF,1234567890112158,05/11/21 12:00 AM,0,"ACTIVECAMPAIGN, INC.",E,7
999ccza,162381011,NF,1234567890112137,05/11/21 12:00 AM,801.4,FACEBK 46M7Y5XH82,E,7
999ccza,162381039,NF,1234567890112138,02/11/21 04:48 PM,169,LOS PERCHERONES,V,0
999ccza,162381039,NF,1234567890112139,04/11/21 05:11 PM,3546,POINTMP*SIJES,V,0
999ccza,162381039,NF,1234567890112140,05/11/21 12:02 AM,7285,SR PAGO*SRP,V,
999ccza,162381003,NF,1234567890112141,03/11/21 07:10 PM,792,OPEN*PRIMERA PLUS,E,7
999ccza,162381003,NF,1234567890112142,04/11/21 11:58 PM,20,GOOGLE *TEMPORARY HOLD,E,7
999ccza,162381009,NF,1234567890112155,05/11/21 12:00 AM,323.84,FACEBK *9NCW89KP92,E,7
999ccza,162381139,NF,1234567890112158,02/11/21 03:47 PM,198,GOOGLE *GARENA,E,7
999ccza,162381139,NF,1234567890112137,03/11/21 07:17 PM,99,GOOGLE *GARENA,E,7
999ccza,162381139,NF,1234567890112138,04/11/21 05:30 PM,99,GOOGLE *GARENA,E,7
999ccza,162381139,NF,1234567890112139,04/11/21 05:53 PM,99,GOOGLE *GARENA,E,7
999ccza,162381139,NF,1234567890112140,05/11/21 12:03 AM,99,GOOGLE *GARENA,E,7
999ccza,162381139,NF,1234567890112141,05/11/21 12:04 AM,198,GOOGLE *GARENA,E,7
999ccza,162381139,NF,1234567890112142,05/11/21 12:05 AM,99,GOOGLE *GARENA,E,7
999ccza,162381153,NF,1234567890112155,04/11/21 05:46 PM,378.16,TRESGUERRAS AGS,V,
999ccza,162381153,NF,1234567890112158,05/11/21 12:08 AM,1143.08,EXPEDIA MEXICO,E,7
999ccza,162381015,NF,1234567890112137,02/11/21 07:59 PM,253,AME*RAPPI II,E,7
999ccza,162381015,NF,1234567890112138,03/11/21 09:26 AM,599.1,ST*UBER EATS,K,0
999ccza,162381015,NF,1234567890112139,03/11/21 04:59 PM,1000,PASE FONDO GAR CR,K,
999ccza,162381015,NF,1234567890112140,05/11/21 12:00 AM,1000,PASE FONDO GAR CR,K,
999ccza,162381027,NF,1234567890112141,05/11/21 12:01 AM,0,EXPEDIA 72192326160495,E,7
